Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
August 31 2017,Santa Rosa,FL,Passenger,1,0,1,110,111,0.90
August 31 2017,Skamania,WA,Passenger,10,7,17,8571,8588,0.20
August 31 2017,Skamania,WA,Truck,0,0,0,3876,3876,0.00
August 31 2017,St. Clair,IL,Passenger,0,1,1,169,170,0.59
August 31 2017,DeKalb,GA,Passenger,1,0,1,86,87,1.15
August 31 2017,District of Columbia,DC,Passenger,0,2,2,206,208,0.96
August 31 2017,Ferry,WA,Passenger,1,1,2,4396,4398,0.05
August 31 2017,Fulton,GA,Passenger,1,0,1,109,110,0.91
August 31 2017,Asotin,WA,Passenger,8,5,13,12444,12457,0.10
July 31 2017,Clark,WA,Truck,0,0,0,77739,77739,0.00
July 31 2017,Cobb,GA,Passenger,0,1,1,77,78,1.28
July 31 2017,Douglas,WA,Truck,0,0,0,11515,11515,0.00
July 31 2017,El Paso,CO,Passenger,2,0,2,800,802,0.25
July 31 2017,Franklin,MA,Passenger,0,1,1,4,5,20.00
August 31 2017,Orleans,LA,Passenger,0,1,1,44,45,2.22
August 31 2017,Pacific,WA,Truck,0,0,0,7516,7516,0.00
August 31 2017,Palm Beach,FL,Passenger,0,1,1,95,96,1.04
August 31 2017,Pinal,AZ,Passenger,2,0,2,229,231,0.87
August 31 2017,Prince William,VA,Passenger,0,3,3,266,269,1.12
August 31 2017,Sedgwick,KS,Passenger,0,1,1,104,105,0.95
August 31 2017,King,WA,Truck,7,1,8,186778,186786,0.00
August 31 2017,Klickitat,WA,Passenger,21,24,45,14782,14827,0.30
August 31 2017,Manassas,VA,Passenger,0,1,1,9,10,10.00
August 31 2017,Maricopa,AZ,Passenger,2,1,3,1690,1693,0.18
September 30 2017,Chelan,WA,Truck,0,0,0,21414,21414,0.00
September 30 2017,Cowlitz,WA,Passenger,52,64,116,70274,70390,0.16
September 30 2017,Dallas,TX,Passenger,0,1,1,181,182,0.55
August 31 2017,Nantucket,MA,Passenger,1,0,1,3,4,25.00
August 31 2017,Northampton,PA,Passenger,0,1,1,97,98,1.02
August 31 2017,Prince George's,MD,Passenger,0,1,1,186,187,0.53
August 31 2017,Cowlitz,WA,Truck,0,0,0,27994,27994,0.00
August 31 2017,DeKalb,IN,Passenger,1,0,1,1,2,50.00
August 31 2017,Essex,NJ,Passenger,1,0,1,13,14,7.14
August 31 2017,Franklin,WA,Truck,0,0,0,18234,18234,0.00
August 31 2017,Garfield,WA,Passenger,1,0,1,1302,1303,0.08
July 31 2017,Gwinnett,GA,Passenger,0,1,1,82,83,1.20
July 31 2017,Hardin,KY,Passenger,0,1,1,122,123,0.81
July 31 2017,Juneau,AK,Passenger,0,1,1,45,46,2.17
July 31 2017,Kent,MI,Passenger,0,1,1,37,38,2.63
July 31 2017,Kitsap,WA,Truck,1,0,1,52512,52513,0.00
July 31 2017,Lane,OR,Passenger,0,1,1,228,229,0.44
July 31 2017,Lewis,WA,Passenger,52,36,88,55557,55645,0.16
August 31 2017,Cobb,GA,Passenger,0,1,1,73,74,1.35
August 31 2017,Cowlitz,WA,Passenger,50,62,112,70015,70127,0.16
August 31 2017,Dakota,MN,Passenger,0,2,2,36,38,5.26
August 31 2017,El Paso,CO,Passenger,2,0,2,789,791,0.25
August 31 2017,Flathead,MT,Passenger,1,0,1,59,60,1.67
August 31 2017,Hamilton,IN,Passenger,1,0,1,59,60,1.67
August 31 2017,Hawaii,HI,Passenger,1,0,1,77,78,1.28
August 31 2017,Thurston,WA,Passenger,421,359,780,187784,188564,0.41
August 31 2017,Grant,WA,Passenger,19,32,51,61195,61246,0.08
August 31 2017,Grays Harbor,WA,Truck,0,0,0,19936,19936,0.00
August 31 2017,Jackson,MO,Passenger,1,0,1,58,59,1.69
August 31 2017,Jefferson,NY,Passenger,1,0,1,248,249,0.40
August 31 2017,King,WA,Passenger,10442,4267,14709,1372441,1387150,1.06
August 31 2017,Kittitas,WA,Truck,0,0,0,13606,13606,0.00
August 31 2017,Tuolumne,CA,Passenger,0,1,1,14,15,6.67
August 31 2017,Volusia,FL,Passenger,0,1,1,46,47,2.13
August 31 2017,Walla Walla,WA,Passenger,27,27,54,34981,35035,0.15
August 31 2017,Whitman,WA,Passenger,11,22,33,22127,22160,0.15
August 31 2017,Yakima,WA,Passenger,54,67,121,160151,160272,0.08
August 31 2017,Yakima,WA,Truck,0,0,0,57645,57645,0.00
September 30 2017,,,Passenger,3,0,3,456,459,0.65
September 30 2017,Benton,WA,Passenger,163,150,313,129262,129575,0.24
September 30 2017,Flathead,MT,Passenger,1,0,1,56,57,1.75
September 30 2017,Hamilton,IN,Passenger,1,0,1,59,60,1.67
September 30 2017,Hawaii,HI,Passenger,1,0,1,77,78,1.28
September 30 2017,Honolulu,HI,Passenger,2,2,4,567,571,0.70
September 30 2017,Island,WA,Passenger,129,149,278,60847,61125,0.45
August 31 2017,Stevens,WA,Passenger,8,22,30,31513,31543,0.10
August 31 2017,Wahkiakum,WA,Passenger,0,2,2,2834,2836,0.07
August 31 2017,Wayne,MI,Passenger,0,1,1,69,70,1.43
July 31 2017,Lumpkin,GA,Passenger,1,0,1,9,10,10.00
July 31 2017,Madison,ID,Passenger,1,0,1,39,40,2.50
July 31 2017,New Haven,CT,Passenger,0,1,1,57,58,1.72
July 31 2017,Nueces,TX,Passenger,0,1,1,96,97,1.03
July 31 2017,Palm Beach,FL,Passenger,0,1,1,93,94,1.06
September 30 2017,Carroll,NH,Passenger,0,1,1,1,2,50.00
September 30 2017,Clark,WA,Truck,0,0,0,77869,77869,0.00
August 31 2017,Howard,MD,Passenger,0,2,2,90,92,2.17
August 31 2017,Island,WA,Truck,0,0,0,20516,20516,0.00
August 31 2017,Kitsap,WA,Passenger,637,336,973,173831,174804,0.56
August 31 2017,Klickitat,WA,Truck,0,0,0,7970,7970,0.00
August 31 2017,Latah,ID,Passenger,0,1,1,92,93,1.08
August 31 2017,Lincoln,WA,Truck,0,0,0,4457,4457,0.00
August 31 2017,Marin,CA,Passenger,1,0,1,58,59,1.69
September 30 2017,Alameda,CA,Passenger,0,1,1,350,351,0.28
September 30 2017,Albemarle,VA,Passenger,0,1,1,33,34,2.94
September 30 2017,Bexar,TX,Passenger,1,1,2,837,839,0.24
September 30 2017,Charles,MD,Passenger,0,1,1,84,85,1.18
September 30 2017,Clay,FL,Passenger,0,1,1,115,116,0.86
August 31 2017,Mason,WA,Truck,0,0,0,19335,19335,0.00
August 31 2017,Monterey,CA,Passenger,0,2,2,197,199,1.01
August 31 2017,Montgomery,TN,Passenger,1,0,1,284,285,0.35
August 31 2017,Moore,NC,Passenger,0,1,1,200,201,0.50
August 31 2017,Okanogan,WA,Truck,0,0,0,16242,16242,0.00
August 31 2017,Island,WA,Passenger,124,149,273,60577,60850,0.45
August 31 2017,Kent,MI,Passenger,0,1,1,38,39,2.56
August 31 2017,Kitsap,WA,Truck,1,0,1,52563,52564,0.00
August 31 2017,Lewis,WA,Passenger,55,38,93,55794,55887,0.17
August 31 2017,Manatee,FL,Passenger,1,0,1,42,43,2.33
August 31 2017,Mason,WA,Passenger,59,73,132,43923,44055,0.30
September 30 2017,Jefferson,WA,Truck,0,0,0,9421,9421,0.00
September 30 2017,Lee,AL,Passenger,1,0,1,34,35,2.86
September 30 2017,Mason,WA,Passenger,61,73,134,44174,44308,0.30
September 30 2017,Montgomery,TX,Passenger,1,0,1,61,62,1.61
September 30 2017,Multnomah,OR,Passenger,1,3,4,923,927,0.43
September 30 2017,Nassau,NY,Passenger,1,1,2,39,41,4.88
September 30 2017,Newport,RI,Passenger,1,0,1,116,117,0.85
September 30 2017,Essex,NJ,Passenger,1,0,1,13,14,7.14
September 30 2017,Garfield,WA,Passenger,1,0,1,1295,1296,0.08
September 30 2017,Hamilton,TN,Passenger,1,0,1,21,22,4.55
September 30 2017,Franklin,MA,Passenger,0,1,1,4,5,20.00
September 30 2017,Frederick,MD,Passenger,0,1,1,83,84,1.19
September 30 2017,Grant,WA,Passenger,20,33,53,61458,61511,0.09
September 30 2017,Grays Harbor,WA,Truck,0,0,0,19977,19977,0.00
September 30 2017,Columbia,WA,Truck,0,0,0,1557,1557,0.00
September 30 2017,Cowlitz,WA,Truck,0,0,0,28043,28043,0.00
September 30 2017,Dale,AL,Passenger,0,1,1,63,64,1.56
September 30 2017,Deschutes,OR,Passenger,1,0,1,192,193,0.52
September 30 2017,Douglas,WA,Truck,0,0,0,11592,11592,0.00
September 30 2017,El Paso,TX,Passenger,1,0,1,549,550,0.18
August 31 2017,Pima,AZ,Passenger,1,2,3,419,422,0.71
August 31 2017,Sacramento,CA,Passenger,1,0,1,347,348,0.29
August 31 2017,Shelby,TN,Passenger,0,1,1,103,104,0.96
August 31 2017,Travis,TX,Passenger,0,1,1,195,196,0.51
July 31 2017,Snohomish,WA,Passenger,1817,920,2737,513294,516031,0.53
July 31 2017,Spokane,WA,Passenger,262,213,475,296657,297132,0.16
July 31 2017,Stevens,WA,Truck,0,0,0,18211,18211,0.00
August 31 2017,New London,CT,Passenger,1,1,2,256,258,0.78
August 31 2017,Okaloosa,FL,Passenger,1,0,1,184,185,0.54
August 31 2017,Orange,CA,Passenger,3,1,4,614,618,0.65
August 31 2017,Pierce,WA,Truck,0,0,0,137226,137226,0.00
August 31 2017,Polk,FL,Passenger,1,0,1,64,65,1.54
August 31 2017,Richmond,GA,Passenger,0,1,1,90,91,1.10
August 31 2017,Riverside,CA,Passenger,1,2,3,770,773,0.39
September 30 2017,Jefferson,NY,Passenger,1,0,1,246,247,0.40
September 30 2017,Mason,WA,Truck,0,0,0,19381,19381,0.00
August 31 2017,Montgomery,TX,Passenger,1,0,1,60,61,1.64
August 31 2017,Morris,NJ,Passenger,1,0,1,23,24,4.17
August 31 2017,Newport,RI,Passenger,1,0,1,118,119,0.84
August 31 2017,Norfolk,VA,Passenger,1,1,2,316,318,0.63
August 31 2017,Nueces,TX,Passenger,0,1,1,94,95,1.05
August 31 2017,Orange,FL,Passenger,1,1,2,144,146,1.37
August 31 2017,Pierce,WA,Passenger,999,866,1865,524942,526807,0.35
August 31 2017,Portsmouth,VA,Passenger,0,1,1,65,66,1.52
August 31 2017,Virginia Beach,VA,Passenger,2,1,3,654,657,0.46
July 31 2017,Whitman,WA,Truck,0,0,0,8425,8425,0.00
August 31 2017,Alameda,CA,Passenger,0,1,1,357,358,0.28
September 30 2017,Gwinnett,GA,Passenger,0,1,1,84,85,1.18
September 30 2017,Island,WA,Truck,0,0,0,20561,20561,0.00
September 30 2017,Jefferson,WA,Passenger,114,65,179,24009,24188,0.74
September 30 2017,Klickitat,WA,Truck,0,0,0,7988,7988,0.00
September 30 2017,Lumpkin,GA,Passenger,1,0,1,9,10,10.00
September 30 2017,Madison,ID,Passenger,1,0,1,37,38,2.63
September 30 2017,King,WA,Passenger,10655,4350,15005,1372607,1387612,1.08
September 30 2017,King,WA,Truck,7,1,8,186374,186382,0.00
September 30 2017,Lincoln,WA,Passenger,2,6,8,7564,7572,0.11
September 30 2017,Lincoln,WA,Truck,0,0,0,4472,4472,0.00
September 30 2017,Manassas,VA,Passenger,0,1,1,9,10,10.00
September 30 2017,Marin,CA,Passenger,1,0,1,59,60,1.67
September 30 2017,Okanogan,WA,Passenger,5,18,23,25691,25714,0.09
September 30 2017,Pend Oreille,WA,Truck,0,0,0,5552,5552,0.00
September 30 2017,Pierce,WA,Passenger,1012,898,1910,525179,527089,0.36
September 30 2017,Portsmouth,VA,Passenger,0,1,1,66,67,1.49
September 30 2017,Ramsey,MN,Passenger,1,0,1,40,41,2.44
September 30 2017,Santa Rosa,FL,Passenger,1,0,1,109,110,0.91
September 30 2017,Saratoga,NY,Passenger,1,1,2,72,74,2.70
September 30 2017,Skagit,WA,Passenger,148,120,268,88645,88913,0.30
September 30 2017,Skamania,WA,Truck,0,0,0,3878,3878,0.00
August 31 2017,San Juan,WA,Truck,0,0,0,5551,5551,0.00
August 31 2017,San Mateo,CA,Passenger,0,1,1,151,152,0.66
August 31 2017,Santa Fe,NM,Passenger,0,1,1,43,44,2.27
August 31 2017,Skagit,WA,Truck,1,0,1,31517,31518,0.00
August 31 2017,St. Lucie,FL,Passenger,1,0,1,28,29,3.45
August 31 2017,Sumter,FL,Passenger,0,1,1,10,11,9.09
August 31 2017,Tarrant,TX,Passenger,1,0,1,234,235,0.43
August 31 2017,Thurston,WA,Truck,0,0,0,53432,53432,0.00
August 31 2017,Whatcom,WA,Truck,2,0,2,41762,41764,0.00
August 31 2017,Carroll,NH,Passenger,0,1,1,1,2,50.00
August 31 2017,Columbia,WA,Passenger,1,1,2,2352,2354,0.08
August 31 2017,Dale,AL,Passenger,0,1,1,63,64,1.56
September 30 2017,Monterey,CA,Passenger,0,2,2,197,199,1.01
September 30 2017,Moore,NC,Passenger,0,1,1,202,203,0.49
September 30 2017,Pend Oreille,WA,Passenger,3,4,7,9372,9379,0.07
September 30 2017,Pima,AZ,Passenger,1,1,2,419,421,0.48
September 30 2017,Skamania,WA,Passenger,10,7,17,8571,8588,0.20
September 30 2017,Cape May,NJ,Passenger,0,1,1,19,20,5.00
September 30 2017,Chelan,WA,Passenger,75,37,112,52502,52614,0.21
September 30 2017,Clallam,WA,Passenger,95,83,178,48610,48788,0.36
September 30 2017,Clark,NV,Passenger,1,2,3,776,779,0.39
September 30 2017,Dakota,MN,Passenger,0,2,2,36,38,5.26
September 30 2017,DeKalb,IN,Passenger,1,0,1,1,2,50.00
September 30 2017,Duval,FL,Passenger,1,1,2,370,372,0.54
August 31 2017,Skagit,WA,Passenger,140,112,252,88471,88723,0.28
August 31 2017,Snohomish,WA,Passenger,1846,942,2788,513737,516525,0.54
August 31 2017,Spokane,WA,Passenger,268,220,488,297415,297903,0.16
August 31 2017,Tulare,CA,Passenger,1,0,1,198,199,0.50
September 30 2017,Montgomery,PA,Passenger,1,0,1,37,38,2.63
September 30 2017,Montgomery,TN,Passenger,1,0,1,279,280,0.36
September 30 2017,Okanogan,WA,Truck,0,0,0,16235,16235,0.00
September 30 2017,San Juan,WA,Passenger,117,42,159,13676,13835,1.15
September 30 2017,Santa Clara,CA,Passenger,5,2,7,388,395,1.77
September 30 2017,Missoula,MT,Passenger,1,0,1,70,71,1.41
September 30 2017,Okaloosa,FL,Passenger,1,0,1,186,187,0.53
September 30 2017,Pacific,WA,Passenger,12,9,21,15264,15285,0.14
September 30 2017,Pacific,WA,Truck,0,0,0,7515,7515,0.00
September 30 2017,Palm Beach,FL,Passenger,0,1,1,93,94,1.06
September 30 2017,Pierce,WA,Truck,0,0,0,137068,137068,0.00
September 30 2017,Pinal,AZ,Passenger,2,0,2,228,230,0.87
September 30 2017,Prince William,VA,Passenger,0,3,3,267,270,1.11
September 30 2017,Richmond,GA,Passenger,0,1,1,92,93,1.08
September 30 2017,Arlington,VA,Passenger,1,2,3,163,166,1.81
September 30 2017,Clark,WA,Passenger,810,542,1352,301414,302766,0.45
September 30 2017,Fairfax,VA,Passenger,2,2,4,851,855,0.47
September 30 2017,Franklin,OH,Passenger,0,1,1,113,114,0.88
September 30 2017,Howard,MD,Passenger,0,2,2,89,91,2.20
September 30 2017,Lane,OR,Passenger,0,1,1,218,219,0.46
September 30 2017,Tulare,CA,Passenger,1,0,1,198,199,0.50
September 30 2017,Twin Falls,ID,Passenger,0,1,1,22,23,4.35
September 30 2017,Volusia,FL,Passenger,0,1,1,43,44,2.27
September 30 2017,Wahkiakum,WA,Truck,0,0,0,1667,1667,0.00
September 30 2017,Walla Walla,WA,Truck,0,0,0,13243,13243,0.00
September 30 2017,Yakima,WA,Passenger,57,69,126,160620,160746,0.08
October 31 2017,,,Passenger,3,0,3,458,461,0.65
August 31 2017,Franklin,WA,Passenger,27,48,75,55930,56005,0.13
August 31 2017,Grays Harbor,WA,Passenger,37,37,74,44962,45036,0.16
August 31 2017,Hamilton,TN,Passenger,1,0,1,20,21,4.76
August 31 2017,Kittitas,WA,Passenger,27,21,48,27889,27937,0.17
September 30 2017,Whatcom,WA,Passenger,496,190,686,143861,144547,0.47
October 31 2017,Adams,WA,Passenger,3,3,6,12283,12289,0.05
October 31 2017,Albemarle,VA,Passenger,0,1,1,33,34,2.94
October 31 2017,Anne Arundel,MD,Passenger,0,1,1,487,488,0.20
September 30 2017,Manatee,FL,Passenger,1,0,1,42,43,2.33
September 30 2017,Orleans,LA,Passenger,0,1,1,45,46,2.17
September 30 2017,Shelby,TN,Passenger,0,1,1,106,107,0.93
September 30 2017,Virginia Beach,VA,Passenger,2,1,3,665,668,0.45
October 31 2017,Cape May,NJ,Passenger,0,1,1,19,20,5.00
October 31 2017,DeKalb,IN,Passenger,1,0,1,1,2,50.00
September 30 2017,San Mateo,CA,Passenger,0,1,1,148,149,0.67
September 30 2017,Skagit,WA,Truck,1,0,1,31552,31553,0.00
September 30 2017,St. Lucie,FL,Passenger,1,0,1,27,28,3.57
September 30 2017,Stevens,WA,Truck,0,0,0,18251,18251,0.00
September 30 2017,Tarrant,TX,Passenger,1,0,1,236,237,0.42
September 30 2017,Utah,UT,Passenger,0,1,1,145,146,0.68
September 30 2017,Cobb,GA,Passenger,0,1,1,68,69,1.45
September 30 2017,District of Columbia,DC,Passenger,0,2,2,204,206,0.97
September 30 2017,Ferry,WA,Passenger,1,1,2,4380,4382,0.05
September 30 2017,Fulton,GA,Passenger,1,0,1,110,111,0.90
September 30 2017,Grant,WA,Truck,0,0,0,25426,25426,0.00
September 30 2017,Hardin,KY,Passenger,0,1,1,117,118,0.85
September 30 2017,Adams,WA,Passenger,3,3,6,12263,12269,0.05
September 30 2017,Adams,WA,Truck,0,0,0,5123,5123,0.00
September 30 2017,Anne Arundel,MD,Passenger,0,1,1,495,496,0.20
September 30 2017,Asotin,WA,Passenger,7,5,12,12463,12475,0.10
September 30 2017,Asotin,WA,Truck,0,0,0,6507,6507,0.00
October 31 2017,Bexar,TX,Passenger,1,1,2,823,825,0.24
October 31 2017,Clallam,WA,Truck,0,0,0,21146,21146,0.00
October 31 2017,Contra Costa,CA,Passenger,0,1,1,492,493,0.20
October 31 2017,Deschutes,OR,Passenger,1,0,1,184,185,0.54
October 31 2017,Canyon,ID,Passenger,0,1,1,92,93,1.08
September 30 2017,Polk,FL,Passenger,1,0,1,62,63,1.59
September 30 2017,Spokane,WA,Passenger,276,229,505,298159,298664,0.17
September 30 2017,Stevens,WA,Passenger,8,22,30,31545,31575,0.10
September 30 2017,Juneau,AK,Passenger,0,1,1,45,46,2.17
September 30 2017,Kent,MI,Passenger,0,1,1,36,37,2.70
September 30 2017,Lewis,WA,Passenger,53,38,91,56022,56113,0.16
September 30 2017,DeKalb,GA,Passenger,1,0,1,83,84,1.19
September 30 2017,El Paso,CO,Passenger,2,0,2,786,788,0.25
September 30 2017,Franklin,WA,Truck,0,0,0,18248,18248,0.00
September 30 2017,Garfield,WA,Truck,0,0,0,940,940,0.00
October 31 2017,Essex,NJ,Passenger,1,0,1,13,14,7.14
October 31 2017,Ferry,WA,Truck,0,0,0,3548,3548,0.00
October 31 2017,Franklin,OH,Passenger,0,1,1,113,114,0.88
October 31 2017,Franklin,WA,Passenger,31,49,80,56509,56589,0.14
October 31 2017,Hamilton,TN,Passenger,1,0,1,21,22,4.55
October 31 2017,Honolulu,HI,Passenger,2,2,4,562,566,0.71
October 31 2017,Howard,MD,Passenger,0,2,2,89,91,2.20
August 31 2017,Lewis,WA,Truck,0,0,0,25013,25013,0.00
August 31 2017,Lincoln,WA,Passenger,1,5,6,7572,7578,0.08
August 31 2017,Los Angeles,CA,Passenger,3,2,5,1249,1254,0.40
August 31 2017,Montgomery,PA,Passenger,1,0,1,40,41,2.44
August 31 2017,Pacific,WA,Passenger,10,9,19,15248,15267,0.12
August 31 2017,Pend Oreille,WA,Passenger,3,4,7,9359,9366,0.07
September 30 2017,Morris,NJ,Passenger,1,0,1,22,23,4.35
September 30 2017,Nantucket,MA,Passenger,1,0,1,3,4,25.00
September 30 2017,New Haven,CT,Passenger,0,1,1,54,55,1.82
September 30 2017,Norfolk,MA,Passenger,1,0,1,38,39,2.56
September 30 2017,Norfolk,VA,Passenger,1,1,2,315,317,0.63
September 30 2017,Northampton,PA,Passenger,0,1,1,83,84,1.19
September 30 2017,Nueces,TX,Passenger,0,1,1,93,94,1.06
October 31 2017,DeKalb,GA,Passenger,1,0,1,84,85,1.18
October 31 2017,Ferry,WA,Passenger,1,1,2,4396,4398,0.05
October 31 2017,Garfield,WA,Truck,0,0,0,943,943,0.00
October 31 2017,Benton,WA,Truck,0,0,0,40389,40389,0.00
October 31 2017,Chelan,WA,Truck,0,0,0,21490,21490,0.00
October 31 2017,Clallam,WA,Passenger,96,85,181,48724,48905,0.37
October 31 2017,Clark,WA,Passenger,829,559,1388,302269,303657,0.46
October 31 2017,Cowlitz,WA,Passenger,54,65,119,70432,70551,0.17
September 30 2017,Whatcom,WA,Truck,2,0,2,41835,41837,0.00
October 31 2017,Asotin,WA,Passenger,7,5,12,12479,12491,0.10
October 31 2017,Douglas,WA,Passenger,36,32,68,26966,27034,0.25
October 31 2017,Frederick,MD,Passenger,0,1,1,84,85,1.18
October 31 2017,Garfield,WA,Passenger,1,0,1,1315,1316,0.08
October 31 2017,Grant,WA,Passenger,20,33,53,61667,61720,0.09
October 31 2017,Jefferson,WA,Truck,0,0,0,9440,9440,0.00
October 31 2017,Kitsap,WA,Passenger,661,355,1016,174890,175906,0.58
October 31 2017,Lincoln,WA,Truck,0,0,0,4491,4491,0.00
September 30 2017,Kitsap,WA,Passenger,653,346,999,174309,175308,0.57
September 30 2017,Kitsap,WA,Truck,1,0,1,52599,52600,0.00
September 30 2017,Kittitas,WA,Truck,0,0,0,13653,13653,0.00
September 30 2017,Latah,ID,Passenger,0,1,1,91,92,1.09
October 31 2017,Manassas,VA,Passenger,0,1,1,9,10,10.00
October 31 2017,Marin,CA,Passenger,1,0,1,58,59,1.69
October 31 2017,Maui,HI,Passenger,1,0,1,69,70,1.43
September 30 2017,Sacramento,CA,Passenger,1,0,1,335,336,0.30
September 30 2017,Snohomish,WA,Passenger,1910,975,2885,514381,517266,0.56
September 30 2017,St. Clair,IL,Passenger,0,1,1,166,167,0.60
August 31 2017,San Juan,WA,Passenger,113,39,152,13645,13797,1.10
August 31 2017,Santa Clara,CA,Passenger,5,2,7,393,400,1.75
August 31 2017,Snohomish,WA,Truck,1,0,1,121676,121677,0.00
August 31 2017,Spokane,WA,Truck,1,0,1,90996,90997,0.00
August 31 2017,Utah,UT,Passenger,0,1,1,147,148,0.68
October 31 2017,King,WA,Passenger,10942,4483,15425,1372248,1387673,1.11
October 31 2017,Kittitas,WA,Passenger,33,23,56,28115,28171,0.20
October 31 2017,Lee,AL,Passenger,1,0,1,35,36,2.78
October 31 2017,Lincoln,WA,Passenger,2,5,7,7576,7583,0.09
October 31 2017,Chelan,WA,Passenger,77,36,113,52715,52828,0.21
October 31 2017,Clark,WA,Truck,0,0,0,78123,78123,0.00
October 31 2017,El Paso,CO,Passenger,2,0,2,781,783,0.26
October 31 2017,Franklin,MA,Passenger,0,1,1,4,5,20.00
October 31 2017,District of Columbia,DC,Passenger,0,3,3,204,207,1.45
October 31 2017,El Paso,TX,Passenger,1,0,1,531,532,0.19
October 31 2017,Fairfax,VA,Passenger,2,2,4,845,849,0.47
October 31 2017,Flathead,MT,Passenger,1,0,1,54,55,1.82
October 31 2017,Hawaii,HI,Passenger,1,0,1,74,75,1.33
October 31 2017,Island,WA,Passenger,138,153,291,61076,61367,0.47
October 31 2017,Orange,CA,Passenger,3,1,4,603,607,0.66
October 31 2017,Orleans,LA,Passenger,0,1,1,46,47,2.13
October 31 2017,Riverside,CA,Passenger,1,2,3,745,748,0.40
October 31 2017,San Juan,WA,Passenger,127,40,167,13759,13926,1.20
October 31 2017,Sedgwick,KS,Passenger,0,1,1,103,104,0.96
October 31 2017,Montgomery,MD,Passenger,1,0,1,302,303,0.33
October 31 2017,Montgomery,TN,Passenger,1,0,1,275,276,0.36
October 31 2017,Okanogan,WA,Truck,0,0,0,16246,16246,0.00
October 31 2017,Prince George's,MD,Passenger,0,1,1,179,180,0.56
October 31 2017,San Diego,CA,Passenger,5,1,6,2624,2630,0.23
August 31 2017,Whatcom,WA,Passenger,481,182,663,143565,144228,0.46
September 30 2017,Allegheny,PA,Passenger,1,0,1,85,86,1.16
September 30 2017,Canyon,ID,Passenger,0,1,1,92,93,1.08
October 31 2017,Montgomery,PA,Passenger,1,0,1,38,39,2.56
October 31 2017,Multnomah,OR,Passenger,1,3,4,910,914,0.44
October 31 2017,Nassau,NY,Passenger,1,1,2,38,40,5.00
October 31 2017,Norfolk,MA,Passenger,1,0,1,37,38,2.63
October 31 2017,Okanogan,WA,Passenger,5,17,22,25714,25736,0.09
September 30 2017,New London,CT,Passenger,1,1,2,252,254,0.79
September 30 2017,Orange,CA,Passenger,3,1,4,610,614,0.65
September 30 2017,Orange,FL,Passenger,1,1,2,144,146,1.37
September 30 2017,Richland,SC,Passenger,0,1,1,186,187,0.53
September 30 2017,Riverside,CA,Passenger,1,2,3,752,755,0.40
September 30 2017,San Juan,WA,Truck,0,0,0,5561,5561,0.00
September 30 2017,Santa Fe,NM,Passenger,0,1,1,42,43,2.33
October 31 2017,Grant,WA,Truck,0,0,0,25460,25460,0.00
October 31 2017,Hardin,KY,Passenger,0,1,1,118,119,0.84
October 31 2017,Juneau,AK,Passenger,0,1,1,45,46,2.17
October 31 2017,King,WA,Truck,7,1,8,185863,185871,0.00
October 31 2017,New Haven,CT,Passenger,0,1,1,52,53,1.89
October 31 2017,Klickitat,WA,Truck,0,0,0,8005,8005,0.00
October 31 2017,Mason,WA,Passenger,61,74,135,44452,44587,0.30
October 31 2017,Moore,NC,Passenger,0,1,1,202,203,0.49
October 31 2017,Newport,RI,Passenger,1,0,1,114,115,0.87
October 31 2017,Northampton,PA,Passenger,0,1,1,69,70,1.43
October 31 2017,Tarrant,TX,Passenger,1,0,1,229,230,0.43
October 31 2017,Thurston,WA,Passenger,442,371,813,188874,189687,0.43
October 31 2017,Wayne,MI,Passenger,0,1,1,70,71,1.41
November 30 2017,Albemarle,VA,Passenger,0,1,1,33,34,2.94
September 30 2017,Travis,TX,Passenger,0,1,1,191,192,0.52
September 30 2017,Wahkiakum,WA,Passenger,0,2,2,2836,2838,0.07
September 30 2017,Walla Walla,WA,Passenger,27,28,55,35036,35091,0.16
September 30 2017,Whitman,WA,Passenger,12,22,34,22192,22226,0.15
September 30 2017,Yakima,WA,Truck,0,0,0,57709,57709,0.00
October 31 2017,Adams,WA,Truck,0,0,0,5135,5135,0.00
October 31 2017,Alameda,CA,Passenger,0,1,1,351,352,0.28
October 31 2017,Arlington,VA,Passenger,1,2,3,168,171,1.75
October 31 2017,Sumter,FL,Passenger,0,1,1,10,11,9.09
October 31 2017,Thurston,WA,Truck,0,0,0,53578,53578,0.00
September 30 2017,Sumter,FL,Passenger,0,1,1,10,11,9.09
September 30 2017,Thurston,WA,Truck,0,0,0,53502,53502,0.00
September 30 2017,Whitman,WA,Truck,0,0,0,8428,8428,0.00
October 31 2017,Queens,NY,Passenger,1,0,1,62,63,1.59
October 31 2017,Sacramento,CA,Passenger,1,0,1,325,326,0.31
October 31 2017,Sangamon,IL,Passenger,1,0,1,11,12,8.33
October 31 2017,Santa Clara,CA,Passenger,6,1,7,386,393,1.78
October 31 2017,Shelby,TN,Passenger,0,1,1,104,105,0.95
